NGÀY,GIÁ MỞ CỬA,GIÁ CAO NHẤT,GIÁ THẤP NHẤT,GIÁ ĐÓNG CỬA,THAY ĐỔI GIÁ,% THAY ĐỔI,KHỐI LƯỢNG
14/03/2025,"135,600.00","136,300.00","130,800.00","131,400.00","-5,100.00",-0.04,"16,094,000.00"
13/03/2025,"136,100.00","138,000.00","136,100.00","136,500.00",600.00,0.00,"3,610,200.00"
12/03/2025,"137,700.00","138,700.00","135,900.00","135,900.00","-1,600.00",-0.01,"6,185,000.00"
11/03/2025,"138,000.00","138,500.00","137,000.00","137,500.00","-1,800.00",-0.01,"5,784,400.00"
10/03/2025,"141,500.00","141,500.00","139,200.00","139,300.00","-2,100.00",-0.01,"5,323,000.00"
07/03/2025,"141,700.00","142,700.00","141,100.00","141,400.00",-200.00,0.00,"2,954,500.00"
06/03/2025,"139,500.00","143,500.00","139,500.00","141,600.00","2,500.00",0.02,"6,417,100.00"
05/03/2025,"140,000.00","140,100.00","139,100.00","139,100.00",-900.00,-0.01,"2,851,100.00"
04/03/2025,"139,500.00","140,600.00","139,300.00","140,000.00",-500.00,0.00,"3,471,300.00"
03/03/2025,"140,500.00","141,400.00","140,300.00","140,500.00",200.00,0.00,"2,533,900.00"
28/02/2025,"140,100.00","141,100.00","139,000.00","140,300.00","-1,000.00",-0.01,"4,694,400.00"
27/02/2025,"142,000.00","142,200.00","140,700.00","141,300.00",-500.00,0.00,"3,421,700.00"
26/02/2025,"139,100.00","141,800.00","138,900.00","141,800.00","2,800.00",0.02,"3,323,400.00"
25/02/2025,"140,400.00","140,400.00","138,200.00","139,000.00","-1,500.00",-0.01,"6,810,400.00"
24/02/2025,"142,000.00","142,000.00","139,500.00","140,500.00","-1,500.00",-0.01,"7,497,900.00"
21/02/2025,"142,800.00","142,900.00","141,500.00","142,000.00","-1,000.00",-0.01,"5,312,600.00"
20/02/2025,"144,200.00","144,600.00","143,000.00","143,000.00","-1,000.00",-0.01,"3,385,400.00"
19/02/2025,"143,900.00","144,900.00","143,100.00","144,000.00",100.00,0.00,"3,029,800.00"
18/02/2025,"143,800.00","144,400.00","143,100.00","143,900.00",300.00,0.00,"1,664,400.00"
17/02/2025,"145,000.00","145,000.00","143,400.00","143,600.00","-1,300.00",-0.01,"2,466,300.00"
14/02/2025,"144,000.00","145,000.00","143,600.00","144,900.00","1,800.00",0.01,"3,251,700.00"
13/02/2025,"145,000.00","145,000.00","142,700.00","143,100.00","-1,900.00",-0.01,"2,850,800.00"
12/02/2025,"145,600.00","145,700.00","144,300.00","145,000.00",-400.00,0.00,"1,887,400.00"
11/02/2025,"142,200.00","145,400.00","140,100.00","145,400.00","3,400.00",0.02,"5,361,400.00"
10/02/2025,"145,500.00","145,500.00","142,000.00","142,000.00","-4,100.00",-0.03,"7,749,600.00"
07/02/2025,"146,500.00","146,700.00","145,800.00","146,100.00",-400.00,0.00,"3,865,900.00"
06/02/2025,"147,000.00","147,300.00","145,600.00","146,500.00",200.00,0.00,"3,426,600.00"
05/02/2025,"146,900.00","147,500.00","145,800.00","146,300.00",100.00,0.00,"5,204,100.00"
04/02/2025,"146,000.00","147,000.00","145,300.00","146,200.00",700.00,0.00,"5,467,700.00"
03/02/2025,"148,000.00","149,200.00","145,300.00","145,500.00","-7,900.00",-0.05,"12,747,700.00"
24/01/2025,"154,100.00","154,500.00","153,400.00","153,400.00",-900.00,-0.01,"3,655,700.00"
23/01/2025,"150,100.00","156,000.00","150,000.00","154,300.00","4,600.00",0.03,"7,057,800.00"
22/01/2025,"149,600.00","150,600.00","149,200.00","149,700.00",-200.00,0.00,"2,785,600.00"
21/01/2025,"150,500.00","151,400.00","149,000.00","149,900.00",-100.00,0.00,"2,480,300.00"
20/01/2025,"149,000.00","150,400.00","148,200.00","150,000.00","1,000.00",0.01,"2,217,700.00"
17/01/2025,"146,600.00","150,100.00","146,000.00","149,000.00","2,500.00",0.02,"3,537,000.00"
16/01/2025,"146,200.00","147,000.00","145,200.00","146,500.00","1,000.00",0.01,"3,568,000.00"
15/01/2025,"146,000.00","146,500.00","144,800.00","145,500.00",400.00,0.00,"2,840,900.00"
14/01/2025,"147,600.00","148,000.00","145,100.00","145,100.00","-2,500.00",-0.02,"2,897,200.00"
13/01/2025,"146,100.00","148,500.00","144,700.00","147,600.00",300.00,0.00,"3,488,800.00"
10/01/2025,"148,800.00","149,100.00","147,200.00","147,300.00","-1,500.00",-0.01,"2,524,700.00"
09/01/2025,"148,300.00","149,200.00","148,000.00","148,800.00",500.00,0.00,"1,714,400.00"
08/01/2025,"150,000.00","150,000.00","148,100.00","148,300.00","-1,800.00",-0.01,"3,879,900.00"
07/01/2025,"149,500.00","151,300.00","149,500.00","150,100.00",800.00,0.01,"3,453,300.00"
06/01/2025,"149,100.00","150,200.00","148,400.00","149,300.00",300.00,0.00,"3,467,100.00"
03/01/2025,"151,300.00","151,300.00","149,000.00","149,000.00","-3,000.00",-0.02,"4,336,100.00"
02/01/2025,"152,500.00","152,700.00","150,100.00","152,000.00",-500.00,0.00,"3,172,800.00"
31/12/2024,"150,700.00","153,900.00","150,300.00","152,500.00","2,000.00",0.01,"3,603,200.00"
30/12/2024,"149,400.00","150,800.00","148,500.00","150,500.00",900.00,0.01,"1,982,400.00"
27/12/2024,"149,500.00","149,900.00","148,700.00","149,600.00",-200.00,0.00,"2,561,700.00"
26/12/2024,"151,000.00","151,400.00","149,100.00","149,800.00","-1,000.00",-0.01,"2,233,300.00"
25/12/2024,"150,600.00","151,200.00","150,400.00","150,800.00",400.00,0.00,"2,513,100.00"
24/12/2024,"150,000.00","150,800.00","149,400.00","150,400.00",600.00,0.00,"2,300,900.00"
23/12/2024,"149,500.00","149,900.00","148,700.00","149,800.00",300.00,0.00,"2,514,800.00"
20/12/2024,"148,500.00","150,600.00","148,300.00","149,500.00","1,400.00",0.01,"3,538,900.00"
19/12/2024,"147,300.00","149,000.00","147,200.00","148,100.00",-600.00,0.00,"4,805,200.00"
18/12/2024,"148,000.00","149,800.00","148,000.00","148,700.00",700.00,0.00,"2,923,400.00"
17/12/2024,"150,100.00","150,500.00","147,700.00","148,000.00","-1,900.00",-0.01,"5,947,500.00"
16/12/2024,"149,600.00","150,600.00","149,500.00","149,900.00",400.00,0.00,"3,291,100.00"
13/12/2024,"149,500.00","150,900.00","149,400.00","149,500.00",-700.00,0.00,"3,379,800.00"
12/12/2024,"151,900.00","151,900.00","149,200.00","150,200.00",-300.00,0.00,"4,147,900.00"
11/12/2024,"150,000.00","151,700.00","149,700.00","150,500.00","1,000.00",0.01,"4,816,600.00"
10/12/2024,"147,100.00","149,500.00","147,000.00","149,500.00","2,500.00",0.02,"3,597,200.00"
09/12/2024,"149,200.00","149,500.00","146,100.00","147,000.00","-2,500.00",-0.02,"4,539,000.00"
06/12/2024,"151,900.00","151,900.00","148,000.00","149,500.00","1,000.00",0.01,"4,541,200.00"
05/12/2024,"144,000.00","148,500.00","143,600.00","148,500.00","5,000.00",0.03,"4,849,200.00"
04/12/2024,"145,000.00","146,300.00","142,800.00","143,500.00","-1,500.00",-0.01,"5,609,100.00"
03/12/2024,"141,700.00","145,900.00","141,700.00","145,000.00","2,800.00",0.02,"5,103,700.00"
02/12/2024,"144,300.00","146,000.00","141,600.00","142,200.00","-1,100.00",-0.01,"6,616,800.00"
29/11/2024,"138,433.96","144,392.38","138,036.73","143,300.00","4,900.00",0.04,"13,487,700.00"
28/11/2024,"138,433.96","139,029.80","137,341.58","138,433.96",500.00,0.00,"7,158,700.00"
27/11/2024,"134,263.06","138,731.88","134,263.06","137,937.42","3,700.00",0.03,"13,316,300.00"
26/11/2024,"132,475.54","134,958.21","132,376.23","134,263.06","1,300.00",0.01,"4,501,100.00"
25/11/2024,"133,071.38","133,071.38","132,276.92","132,972.07",0.00,0.00,"6,637,700.00"
22/11/2024,"131,979.00","133,468.61","131,581.77","132,972.07",900.00,0.01,"5,575,900.00"
21/11/2024,"131,482.47","132,078.31","130,092.17","132,078.31",600.00,0.00,"4,329,001.00"
20/11/2024,"129,099.10","131,482.47","125,821.97","131,482.47","2,400.00",0.02,"9,620,300.00"
19/11/2024,"132,574.84","132,674.15","128,999.79","129,099.10","-4,000.00",-0.03,"9,152,800.00"
18/11/2024,"133,071.38","133,667.22","131,581.77","133,071.38",100.00,0.00,"3,993,401.00"
15/11/2024,"134,362.37","134,759.60","131,681.08","132,972.07","-2,100.00",-0.02,"6,563,600.00"
14/11/2024,"136,944.35","138,930.49","135,057.52","135,057.52","-1,800.00",-0.01,"4,911,301.00"
13/11/2024,"135,752.67","137,142.97","135,156.83","136,845.05","1,000.00",0.01,"3,625,400.00"
12/11/2024,"137,639.50","137,937.42","134,958.21","135,851.98","-1,500.00",-0.01,"2,964,700.00"
11/11/2024,"135,554.05","138,533.26","135,057.52","137,341.58","2,500.00",0.02,"5,292,000.00"
08/11/2024,"135,156.83","135,851.98","134,163.76","134,858.91",700.00,0.01,"2,106,300.00"
07/11/2024,"134,362.37","136,646.43","133,269.99","134,163.76",500.00,0.00,"4,526,500.00"
06/11/2024,"132,177.62","133,667.22","132,078.31","133,667.22","2,000.00",0.02,"1,801,500.00"
05/11/2024,"132,078.31","133,071.38","131,383.16","131,681.08",-200.00,0.00,"2,741,100.00"
04/11/2024,"133,667.22","133,667.22","131,780.39","131,879.70","-1,800.00",-0.01,"3,757,900.00"
01/11/2024,"134,064.45","134,064.45","132,674.15","133,667.22","-1,300.00",-0.01,"2,667,500.00"
31/10/2024,"134,958.21","135,057.52","134,362.37","134,958.21",0.00,0.00,"1,341,700.00"
30/10/2024,"134,461.68","134,958.21","134,263.06","134,958.21",500.00,0.00,"2,059,800.00"
29/10/2024,"134,461.68","134,560.98","133,865.84","134,461.68",500.00,0.00,"2,649,200.00"
28/10/2024,"133,170.69","134,064.45","132,674.15","133,965.14",900.00,0.01,"1,506,001.00"
25/10/2024,"133,369.30","133,667.22","132,674.15","133,071.38",-300.00,0.00,"1,839,000.00"
24/10/2024,"133,269.99","133,369.30","132,872.77","133,369.30",100.00,0.00,"2,277,201.00"
23/10/2024,"131,979.00","133,865.84","131,681.08","133,269.99","1,100.00",0.01,"3,015,101.00"
22/10/2024,"134,759.60","134,759.60","132,078.31","132,177.62","-2,400.00",-0.02,"6,174,500.00"
21/10/2024,"136,050.59","136,745.74","134,560.98","134,560.98","-1,500.00",-0.01,"2,861,300.00"
18/10/2024,"136,447.82","136,845.05","135,653.36","136,050.59",0.00,0.00,"2,169,401.00"
17/10/2024,"135,554.05","136,149.90","134,560.98","136,050.59",700.00,0.01,"3,769,200.00"
16/10/2024,"135,454.75","136,149.90","135,057.52","135,355.44",-700.00,-0.01,"2,796,001.00"
15/10/2024,"136,646.43","137,639.50","135,653.36","136,050.59",-600.00,0.00,"2,910,800.00"
14/10/2024,"140,122.18","140,320.79","136,149.90","136,646.43","-2,000.00",-0.01,"5,635,300.00"
11/10/2024,"141,015.94","141,810.40","138,632.57","138,632.57","-2,100.00",-0.01,"3,863,600.00"
10/10/2024,"134,858.91","141,015.94","134,858.91","140,718.02","6,300.00",0.05,"10,102,200.00"
09/10/2024,"133,369.30","134,858.91","133,369.30","134,461.68","1,600.00",0.01,"2,819,900.00"
08/10/2024,"133,170.69","134,163.76","132,674.15","132,872.77",-300.00,0.00,"2,108,601.00"
07/10/2024,"133,269.99","133,965.14","132,674.15","133,170.69",0.00,0.00,"1,330,500.00"
04/10/2024,"133,369.30","133,865.84","132,574.84","133,170.69",100.00,0.00,"1,468,400.00"
03/10/2024,"134,461.68","135,156.83","133,071.38","133,071.38","-1,400.00",-0.01,"2,300,800.00"
02/10/2024,"133,667.22","134,958.21","133,667.22","134,461.68",-500.00,0.00,"1,719,800.00"
01/10/2024,"133,766.53","135,256.13","133,766.53","134,958.21","1,400.00",0.01,"6,887,000.00"
30/09/2024,"133,269.99","133,567.91","132,078.31","133,567.91",300.00,0.00,"3,278,500.00"
27/09/2024,"133,369.30","133,468.61","132,574.84","133,269.99",-100.00,0.00,"3,552,800.00"
26/09/2024,"134,064.45","134,064.45","132,972.07","133,369.30",-500.00,0.00,"3,080,600.00"
25/09/2024,"133,369.30","133,865.84","132,674.15","133,865.84",300.00,0.00,"4,679,900.00"
24/09/2024,"133,071.38","133,766.53","132,773.46","133,567.91",500.00,0.00,"2,755,516.00"
23/09/2024,"134,958.21","134,958.21","132,475.54","133,071.38","-1,300.00",-0.01,"3,482,200.00"
20/09/2024,"135,355.44","136,050.59","134,064.45","134,362.37",100.00,0.00,"3,719,700.00"
19/09/2024,"134,064.45","134,858.91","133,369.30","134,263.06",600.00,0.00,"5,154,300.00"
18/09/2024,"132,475.54","134,263.06","131,979.00","133,667.22","1,700.00",0.01,"5,449,600.00"
17/09/2024,"130,290.78","131,979.00","130,290.78","131,979.00","1,800.00",0.01,"3,621,400.00"
16/09/2024,"130,886.63","132,078.31","130,191.48","130,191.48","-1,900.00",-0.01,"1,915,700.00"
13/09/2024,"131,283.85","132,475.54","131,085.24","132,078.31",700.00,0.01,"3,935,700.00"
12/09/2024,"130,092.17","131,581.77","130,092.17","131,383.16","1,700.00",0.01,"4,368,000.00"
11/09/2024,"129,099.10","130,390.09","128,900.49","129,694.94",600.00,0.00,"3,590,400.00"
10/09/2024,"130,092.17","130,092.17","128,701.87","129,099.10","-1,300.00",-0.01,"4,195,101.00"
09/09/2024,"129,893.56","130,985.93","129,198.41","130,390.09",-800.00,-0.01,"2,885,201.00"
06/09/2024,"129,595.63","131,979.00","129,397.02","131,184.55","1,500.00",0.01,"4,251,400.00"
05/09/2024,"132,078.31","132,078.31","128,801.18","129,694.94","-2,400.00",-0.02,"8,014,000.00"
04/09/2024,"132,078.31","132,078.31","130,588.70","132,078.31","-1,800.00",-0.01,"4,935,200.00"
30/08/2024,"132,574.84","133,965.14","132,078.31","133,865.84","1,100.00",0.01,"3,379,800.00"
29/08/2024,"131,879.70","132,872.77","131,283.85","132,773.46",400.00,0.00,"2,637,701.00"
28/08/2024,"132,078.31","133,567.91","131,979.00","132,376.23",800.00,0.01,"2,909,701.00"
27/08/2024,"130,588.70","131,681.08","129,496.33","131,581.77","1,000.00",0.01,"2,989,900.00"
26/08/2024,"132,376.23","132,574.84","130,588.70","130,588.70","-1,600.00",-0.01,"2,758,200.00"
23/08/2024,"132,773.46","132,773.46","131,482.47","132,177.62",-700.00,-0.01,"3,325,001.00"
22/08/2024,"133,071.38","133,567.91","132,574.84","132,872.77",300.00,0.00,"3,560,500.00"
21/08/2024,"129,694.94","132,872.77","129,694.94","132,574.84","2,000.00",0.02,"6,471,900.00"
20/08/2024,"129,794.25","131,581.77","129,794.25","130,588.70","1,000.00",0.01,"3,984,400.00"
19/08/2024,"130,191.48","130,489.40","129,099.10","129,595.63",-100.00,0.00,"2,554,862.00"
16/08/2024,"128,205.34","130,092.17","128,205.34","129,694.94","1,900.00",0.01,"5,486,600.00"
15/08/2024,"128,205.34","128,602.56","127,311.57","127,808.11",-800.00,-0.01,"2,305,600.00"
14/08/2024,"129,794.25","130,588.70","128,602.56","128,602.56",-200.00,0.00,"3,822,200.00"
13/08/2024,"128,801.18","129,297.71","127,112.96","128,801.18",-300.00,0.00,"4,362,901.00"
12/08/2024,"126,020.58","129,297.71","125,325.43","129,099.10","3,100.00",0.02,"6,775,001.00"
09/08/2024,"121,551.77","126,020.58","121,154.54","126,020.58","5,500.00",0.05,"6,011,400.00"
08/08/2024,"120,757.31","121,551.77","120,062.16","120,558.70",-600.00,0.00,"3,231,431.00"
07/08/2024,"120,161.47","121,154.54","119,367.01","121,154.54","1,200.00",0.01,"2,822,800.00"
06/08/2024,"119,168.40","121,055.23","118,969.79","119,962.86","2,200.00",0.02,"7,021,850.00"
05/08/2024,"120,260.78","122,048.30","116,586.42","117,778.10","-4,600.00",-0.04,"10,415,200.00"
02/08/2024,"121,253.85","123,935.14","120,161.47","122,346.22","-1,600.00",-0.01,"10,157,200.00"
01/08/2024,"128,701.87","128,801.18","123,239.99","123,935.14","-3,800.00",-0.03,"6,870,301.00"
31/07/2024,"126,417.81","127,708.80","125,722.66","127,708.80",600.00,0.00,"3,094,200.00"
30/07/2024,"128,106.03","128,602.56","126,119.89","127,112.96","-1,000.00",-0.01,"2,423,800.00"
29/07/2024,"129,099.10","129,694.94","128,106.03","128,106.03","1,000.00",0.01,"5,009,800.00"
26/07/2024,"125,027.51","127,112.96","123,537.91","127,112.96","3,000.00",0.02,"6,683,700.00"
25/07/2024,"123,339.29","124,630.28","123,239.99","124,133.75","-1,000.00",-0.01,"3,248,401.00"
24/07/2024,"124,630.28","125,722.66","123,140.68","125,126.82",500.00,0.00,"4,171,700.00"
23/07/2024,"124,034.44","126,616.42","123,935.14","124,630.28","1,400.00",0.01,"5,411,600.00"
22/07/2024,"125,126.82","125,126.82","122,346.22","123,239.99","-1,900.00",-0.02,"6,216,900.00"
19/07/2024,"127,708.80","128,403.95","125,126.82","125,126.82","-1,900.00",-0.01,"6,576,700.00"
18/07/2024,"130,489.40","130,489.40","126,914.35","127,013.65","-4,000.00",-0.03,"10,825,201.00"
17/07/2024,"133,071.38","133,170.69","128,999.79","130,985.93","-2,100.00",-0.02,"6,970,100.00"
16/07/2024,"132,674.15","133,567.91","131,383.16","133,071.38","1,300.00",0.01,"4,352,200.00"
15/07/2024,"132,574.84","133,865.84","131,383.16","131,780.39","-1,100.00",-0.01,"3,067,200.00"
12/07/2024,"131,283.85","135,057.52","131,283.85","132,872.77",800.00,0.01,"3,590,000.00"
11/07/2024,"133,170.69","134,461.68","131,581.77","132,078.31","-1,000.00",-0.01,"6,882,100.00"
10/07/2024,"135,057.52","136,050.59","133,071.38","133,071.38","-3,500.00",-0.03,"6,337,700.00"
09/07/2024,"138,136.04","138,334.65","135,057.52","136,547.12","-2,100.00",-0.02,"9,696,100.00"
08/07/2024,"137,540.19","138,632.57","136,547.12","138,632.57",900.00,0.01,"6,105,700.00"
05/07/2024,"135,156.83","138,731.88","135,156.83","137,738.81","2,900.00",0.02,"7,809,400.00"
04/07/2024,"131,184.55","134,858.91","131,184.55","134,858.91","4,800.00",0.04,"8,117,900.00"
03/07/2024,"129,595.63","131,879.70","129,198.41","130,092.17","3,000.00",0.02,"7,884,101.00"
02/07/2024,"127,708.80","131,184.55","126,616.42","127,112.96",-600.00,0.00,"7,560,001.00"
01/07/2024,"129,496.33","129,496.33","127,609.49","127,708.80","-1,900.00",-0.01,"6,454,000.00"
28/06/2024,"131,879.70","131,879.70","129,496.33","129,595.63","-2,300.00",-0.02,"6,633,000.00"
27/06/2024,"130,390.09","133,170.69","129,893.56","131,879.70","1,000.00",0.01,"6,527,700.00"
26/06/2024,"130,092.17","130,886.63","128,503.26","130,886.63","1,800.00",0.01,"7,221,400.00"
25/06/2024,"130,092.17","130,191.48","127,708.80","129,099.10","-2,100.00",-0.02,"14,050,143.00"
24/06/2024,"134,064.45","134,560.98","131,085.24","131,184.55","-4,000.00",-0.03,"14,390,900.00"
21/06/2024,"132,972.07","135,156.83","132,376.23","135,156.83","2,800.00",0.02,"7,653,300.00"
20/06/2024,"132,078.31","134,759.60","130,886.63","132,376.23","1,800.00",0.01,"11,060,700.00"
19/06/2024,"127,112.96","131,879.70","125,722.66","130,588.70","3,500.00",0.03,"10,269,200.00"
18/06/2024,"127,907.42","128,801.18","127,112.96","127,112.96",-800.00,-0.01,"6,936,800.00"
17/06/2024,"130,092.17","130,489.40","127,609.49","127,907.42","-2,200.00",-0.02,"4,867,600.00"
14/06/2024,"129,198.41","131,681.08","128,106.03","130,092.17","1,000.00",0.01,"6,607,200.00"
13/06/2024,"132,773.46","132,872.77","129,099.10","129,099.10","-2,000.00",-0.02,"8,676,200.00"
12/06/2024,"127,013.65","131,780.39","126,914.35","131,085.24","5,500.00",0.04,"11,215,500.00"
11/06/2024,"123,758.12","125,644.94","122,728.95","125,644.94","2,500.00",0.02,"8,418,500.00"
10/06/2024,"123,072.01","124,358.48","122,643.19","123,500.83","2,000.00",0.01,"3,775,400.00"
07/06/2024,"120,927.90","121,785.54","120,499.07","121,785.54","2,400.00",0.02,"3,976,600.00"
06/06/2024,"120,327.55","121,528.25","119,041.08","119,727.19",-500.00,0.00,"5,231,800.00"
05/06/2024,"120,070.25","124,272.71","119,812.96","120,156.02","1,000.00",0.01,"6,341,801.00"
04/06/2024,"119,212.61","119,469.90","118,183.43","119,298.37","2,200.00",0.02,"7,049,800.00"
03/06/2024,"115,782.03","118,011.91","115,524.74","117,411.55","2,300.00",0.02,"7,773,600.00"
31/05/2024,"115,782.03","117,325.79","114,752.86","115,438.97",-400.00,0.00,"2,696,600.00"
30/05/2024,"114,752.86","115,782.03","113,123.33","115,782.03",-700.00,-0.01,"7,301,300.00"
29/05/2024,"117,583.08","118,526.49","115,610.50","116,382.38","-1,300.00",-0.01,"6,107,600.00"
28/05/2024,"114,924.38","117,497.32","114,152.50","117,497.32","4,200.00",0.03,"5,419,500.00"
27/05/2024,"114,066.74","114,495.56","112,008.39","113,895.21",900.00,0.01,"6,121,100.00"
24/05/2024,"118,354.96","118,354.96","112,008.39","113,123.33","-5,600.00",-0.04,"14,134,601.00"
23/05/2024,"117,926.14","118,183.43","115,782.03","117,926.14",-500.00,0.00,"3,769,000.00"
22/05/2024,"118,269.20","119,812.96","116,725.44","118,354.96","2,000.00",0.01,"7,132,400.00"
21/05/2024,"114,924.38","116,639.67","114,495.56","116,639.67","3,000.00",0.02,"4,206,300.00"
20/05/2024,"115,953.56","116,725.44","114,066.74","114,066.74","-1,500.00",-0.01,"3,143,500.00"
17/05/2024,"116,125.09","116,639.67","114,667.09","115,353.21",-900.00,-0.01,"3,049,001.00"
16/05/2024,"116,296.62","117,754.61","115,095.91","116,125.09","1,300.00",0.01,"4,043,900.00"
15/05/2024,"112,780.27","115,353.21","112,608.74","115,010.15","3,600.00",0.03,"4,717,700.00"
14/05/2024,"111,493.81","112,951.80","111,150.75","111,922.63",800.00,0.01,"3,151,900.00"
13/05/2024,"112,608.74","112,780.27","110,464.63","111,236.51","-1,300.00",-0.01,"4,360,200.00"
10/05/2024,"112,608.74","113,380.62","110,807.69","112,351.45",700.00,0.01,"4,168,700.00"
09/05/2024,"112,008.39","113,895.21","111,493.81","111,751.10",-700.00,-0.01,"3,041,600.00"
08/05/2024,"111,579.57","112,351.45","110,893.45","112,351.45",-300.00,0.00,"3,824,500.00"
07/05/2024,"109,778.52","112,866.04","109,092.40","112,608.74","3,700.00",0.03,"3,874,168.00"
06/05/2024,"108,492.05","109,435.46","106,776.76","109,435.46","1,700.00",0.01,"2,744,600.00"
03/05/2024,"109,864.28","110,121.57","107,720.17","107,977.46","-1,400.00",-0.01,"4,665,500.00"
02/05/2024,"106,176.41","110,636.16","105,919.12","109,178.17","4,100.00",0.03,"6,888,000.00"
26/04/2024,"105,490.29","107,548.64","104,804.18","105,661.82",0.00,0.00,"6,053,000.00"
25/04/2024,"105,061.47","109,778.52","104,546.88","105,661.82","3,100.00",0.03,"9,215,500.00"
24/04/2024,"97,428.43","103,003.12","97,085.38","103,003.12","7,800.00",0.07,"10,945,700.00"
23/04/2024,"95,112.79","97,171.14","94,255.15","96,313.50","2,000.00",0.02,"4,233,700.00"
22/04/2024,"94,340.91","95,541.62","93,397.50","94,598.21","1,300.00",0.01,"2,505,218.00"
19/04/2024,"94,769.73","95,370.09","93,483.27","93,483.27","-2,800.00",-0.03,"7,851,100.00"
17/04/2024,"96,999.61","96,999.61","95,713.14","95,884.67","-1,200.00",-0.01,"2,998,100.00"
16/04/2024,"96,056.20","97,085.38","95,627.38","96,913.85","1,400.00",0.01,"4,523,200.00"
15/04/2024,"99,057.96","99,143.72","95,627.38","95,713.14","-3,900.00",-0.03,"4,289,300.00"
12/04/2024,"99,401.02","99,401.02","98,028.78","99,057.96",600.00,0.01,"1,862,520.00"
11/04/2024,"97,342.67","98,972.19","97,171.14","98,543.37","1,100.00",0.01,"1,623,300.00"
10/04/2024,"97,342.67","99,143.72","97,171.14","97,599.96",800.00,0.01,"1,982,020.00"
09/04/2024,"96,570.79","97,085.38","96,485.02","96,913.85",400.00,0.00,"1,432,500.00"
08/04/2024,"97,514.20","97,514.20","96,570.79","96,570.79","-1,100.00",-0.01,"1,952,000.00"
05/04/2024,"96,999.61","98,371.84","96,570.79","97,514.20",-300.00,0.00,"2,840,844.00"
04/04/2024,"98,629.14","99,315.25","97,771.49","97,771.49","-1,100.00",-0.01,"2,930,000.00"
03/04/2024,"99,572.54","100,344.43","98,714.90","98,714.90","-1,900.00",-0.02,"2,875,000.00"
02/04/2024,"98,972.19","100,344.43","98,972.19","100,344.43",200.00,0.00,"2,745,500.00"
01/04/2024,"99,486.78","100,859.01","98,800.66","100,172.90",300.00,0.00,"3,243,600.00"
29/03/2024,"99,829.84","100,515.95","99,486.78","99,915.60",-600.00,-0.01,"2,594,300.00"
28/03/2024,"99,401.02","100,687.48","98,886.43","100,430.19","1,900.00",0.02,"2,854,400.00"
27/03/2024,"98,371.84","98,886.43","97,857.26","98,800.66",200.00,0.00,"1,465,900.00"
26/03/2024,"97,771.49","99,057.96","97,428.43","98,629.14","1,000.00",0.01,"3,110,290.00"
25/03/2024,"97,857.26","98,714.90","97,599.96","97,771.49",-900.00,-0.01,"3,002,201.00"
22/03/2024,"99,744.07","99,744.07","98,200.31","98,543.37","-1,300.00",-0.01,"2,852,977.00"
21/03/2024,"98,800.66","99,658.31","98,286.08","99,658.31","1,700.00",0.01,"4,238,500.00"
20/03/2024,"96,313.50","98,629.14","95,284.32","98,200.31","2,500.00",0.02,"3,864,600.00"
19/03/2024,"96,913.85","96,913.85","95,284.32","96,056.20","-1,000.00",-0.01,"4,064,200.00"
18/03/2024,"99,315.25","99,315.25","95,284.32","96,913.85","-3,000.00",-0.03,"7,896,500.00"
15/03/2024,"100,172.90","100,172.90","98,200.31","99,486.78","-1,000.00",-0.01,"4,690,100.00"
14/03/2024,"101,630.89","101,630.89","99,229.49","100,344.43",0.00,0.00,"6,215,401.00"
13/03/2024,"96,742.32","100,344.43","96,056.20","100,344.43","5,100.00",0.05,"6,331,100.00"
12/03/2024,"94,340.91","97,342.67","94,340.91","95,970.44","1,900.00",0.02,"3,127,800.00"
11/03/2024,"94,340.91","97,342.67","94,340.91","94,340.91",0.00,0.00,"4,083,250.00"
08/03/2024,"95,455.85","96,570.79","93,912.09","94,340.91","-1,300.00",-0.01,"3,380,400.00"
07/03/2024,"93,569.03","97,685.73","92,797.15","95,455.85","2,200.00",0.02,"5,249,750.00"
06/03/2024,"94,340.91","94,683.97","92,968.68","93,569.03","-1,600.00",-0.01,"4,108,901.00"
05/03/2024,"95,541.62","95,541.62","94,255.15","94,941.26",-700.00,-0.01,"4,761,118.00"
04/03/2024,"95,198.56","95,884.67","95,027.03","95,541.62",600.00,0.01,"3,161,600.00"
01/03/2024,"93,654.80","95,541.62","93,569.03","95,027.03","1,800.00",0.02,"4,961,400.00"
29/02/2024,"92,797.15","93,826.33","92,368.33","93,483.27",500.00,0.00,"2,974,101.00"
28/02/2024,"92,625.62","93,054.45","91,167.63","93,054.45",600.00,0.01,"5,053,900.00"
27/02/2024,"93,054.45","93,912.09","92,111.04","92,539.86",-100.00,0.00,"4,497,200.00"
26/02/2024,"89,109.28","92,625.62","88,766.22","92,625.62","4,100.00",0.04,"4,973,700.00"
23/02/2024,"90,481.51","91,510.69","88,594.69","89,109.28",-700.00,-0.01,"5,158,040.00"
22/02/2024,"90,824.57","90,910.33","89,709.63","89,709.63","-1,300.00",-0.01,"2,268,064.00"
21/02/2024,"89,195.04","91,682.21","88,766.22","90,824.57","1,600.00",0.02,"3,905,800.00"
20/02/2024,"90,224.22","90,224.22","89,195.04","89,452.34",-700.00,-0.01,"3,884,300.00"
